237,879,764491
251,419,1100000
251,277,1725470
153,660,1760000
153,362,1015597
7,61,1230000
7,767,1545597
136,419,1100000
136,55,1632195
237,123,1210000
237,398,1656415
117,534,1600000
117,540,160500
55,61,1700000
55,432,1343379
129,238,1300000
129,720,1374937
237,61,1200000
237,322,1436769
7,538,1300000
7,766,1497527
124,61,1700000
124,809,1097527
182,706,324240000
193,930,75240000
121,336,631439376
121,360,50000000
179,445,16900000
179,179,24144
184,458,43121271
184,615,301748729
246,610,251107
246,310,90010000
170,498,1390000
170,480,509217000
224,604,18000000
224,224,61501835
17,755,250000
17,17,560000
187,840,27750
187,664,20862250
39,45,46651000
39,293,7414000
231,631,27750
231,893,21862250
130,512,16499
130,538,1900000
160,537,303000000
160,796,1662500000
26,514,20000000
26,443,7873210000
1,417,1040000
1,414,29950000
210,278,5575000
210,333,2380180000
24,514,20000000
24,73,3798319098
73,23,3793309098
73,454,5000000
23,454,5000000
23,74,3788299098
74,514,20000000
74,319,3768289098
111,76,15090000
111,771,5000000
132,401,1216305
132,63,28850
217,63,28850
217,808,1211233
192,885,12384582
192,326,1466418
69,528,59962250
69,631,27750
227,866,2314000
227,649,4851000
66,503,1000000
66,567,1660130
196,83,200000
196,196,2290000
225,631,27750
225,853,1660568
45,462,1858000
45,38,44783000
76,933,15000000
76,441,80000
65,123,1007804
65,65,27227396
102,109,100010000
102,404,50180161
109,355,100000000
234,861,1585843963
234,487,156103328
150,503,1050000
150,150,1654804
258,550,500000000
258,618,1232490000
226,63,28850
226,619,1211052
101,825,1061003
101,63,28850
20,679,52900000
20,939,90000
38,780,37804000
38,340,6969000
83,22,183500
83,196,5500
157,327,506400
157,157,1529400
211,934,6000000
211,211,12054074
205,381,5166353
205,205,397647
61,752,5460
61,280,1184540
61,237,5460
61,280,1184540
62,772,5460
62,44,1184540
71,237,5460
71,280,984540
72,767,5460
72,424,984540
72,117,5460
72,424,984540
71,599,5460
71,280,984540
71,51,5460
71,280,984540
96,451,5581210000
96,96,6000000000
56,887,41000000
56,56,22880000
154,638,38881233
154,913,135050000
181,317,2700000
181,181,66770000
201,500,6143449
201,201,3946551
198,3,5500000
198,198,93082072
198,903,10000000
198,198,76662000
259,51,20000
259,259,5970000
259,788,20000
259,259,5970000
259,590,5460
259,259,1984540
259,601,5460
259,259,1984540
259,321,5460
259,259,1214540
61,136,5460
61,280,1184540
260,322,5460
260,280,984540
238,925,5460
238,424,984540
41,3,14000000
41,41,204950000
173,3,1000000
173,173,26936568
194,735,7897540
194,194,29467420
148,911,1148000
148,148,6738000
247,316,78784620
247,247,51185380
236,667,100500000
236,236,5519196
123,786,40000
123,280,9950000
259,237,28000
259,259,7562000
259,788,17350
259,259,5442650
63,863,100000
63,63,580000
61,153,5460
61,280,1604540
259,590,5460
259,259,1214540
72,663,5460
72,424,984540
238,912,5460
238,424,984540
195,503,7770000
195,3,2340000
195,195,17544088
52,798,290000
52,628,255410000
52,839,1003360000
52,824,310410000
197,3,20000000
197,503,10000000
197,3,5000000
197,197,20983920
87,44,1000000
87,51,2478010
237,238,1300000
237,671,731880
237,538,1000000
237,87,587320
237,538,1000000
237,651,2043446
237,44,1000000
237,925,2356778
51,238,1300000
51,671,1059964
237,259,7600000
237,894,1980458
127,711,180000
127,731,20000000
19,558,12000000
19,468,4862308137
107,670,105200000
107,356,8574465
77,274,2000000
77,715,10955
36,717,990000
36,629,2212320
138,819,1031425
138,63,140190
215,287,1001109
215,63,28850
90,22,1700000
90,250,1461533
250,83,1500000
250,469,22277
83,250,5500
83,22,1483500
70,813,100000000
70,115,9890000
22,90,2213167
22,22,159333
151,714,50000
151,151,86003
189,943,5898343
189,189,548413
63,877,60000
63,63,650190
63,877,60000
63,63,609040
63,877,60000
63,63,539040
63,877,60000
63,63,497890
63,877,60000
63,63,427890
59,798,6000000
59,592,31399983
59,409,77000000
165,791,3963528
165,718,5092353
165,306,17095036
115,449,250000000
115,115,7955000
188,483,92745000
188,343,1231874
188,673,200000000
188,798,6000000
188,296,65856667
188,816,107690000
256,3,100000000
256,283,1645311
63,315,10000
63,63,465590
219,586,34200000
219,219,1585095
95,418,7000000
95,95,277247
140,342,102250
140,597,256030
140,662,109850
140,841,614450
140,691,3365670
140,738,110050
140,811,102700
140,751,101350
140,688,105100
140,452,105100
140,290,117450
140,345,100550
140,605,100550
140,455,255450
140,298,133250
218,598,10000
218,218,280639
12,503,2000000
12,12,3150265
252,394,1933793896
252,535,1000090
135,931,89000
25,276,1001334
25,22,6300000
22,25,6576700
22,22,100800
81,578,190156868
81,81,83991755
81,524,40798324
81,81,43183431
139,589,104038697
139,505,89346416
139,420,49482298
139,740,10766353
139,552,10033528
139,870,8059410
139,637,4792638
139,504,4492919
139,899,3392075
139,422,2064645
139,529,2057640
139,334,2046103
139,511,1993729
139,770,1741514
139,564,1687907
139,746,1675186
139,270,1583803
139,744,1255463
139,428,1235477
139,799,1222898
139,570,1035809
139,375,936441
139,694,894003
139,865,883934
139,533,871302
139,817,867222
139,794,846925
139,411,842490
139,640,840574
139,560,805303
139,760,789292
139,828,761357
139,402,736404
139,829,622901
139,708,616488
139,803,610553
139,389,606339
139,873,507403
139,478,495552
139,497,486885
139,549,470695
139,347,468185
139,709,2065127364
139,612,456884
139,509,450772
139,530,446842
139,854,435824
139,532,435611
139,273,435549
139,289,435452
139,491,434813
139,696,433154
139,351,432382
139,367,432196
139,672,430120
139,353,429765
139,705,429588
139,864,428506
139,697,426483
139,474,426465
139,477,424611
139,385,423857
139,366,421427
139,600,420504
139,297,416566
139,399,415670
139,797,414490
139,496,409167
139,391,398442
139,609,394282
139,898,388241
139,413,386094
139,405,265735
139,669,258221
139,516,243079
139,818,239158
139,442,239140
139,410,237126
139,357,235618
139,916,233427
139,888,233055
139,520,228690
139,645,228034
139,588,227484
139,774,223075
139,493,222010
139,858,221558
139,555,220839
139,377,219216
139,942,218116
139,763,215579
139,653,215304
139,416,214887
139,695,213610
139,368,212927
139,722,212208
139,787,211561
139,773,211232
139,867,210603
139,805,209902
139,749,208678
139,448,207711
139,576,206903
139,878,206415
139,546,205165
139,914,198973
139,484,184159
139,329,119162
139,820,107559
139,689,101917
139,815,95566
139,836,84876
139,782,80920
139,759,78507
139,608,77469
139,312,77407
139,833,75482
139,871,74444
139,320,73983
139,702,70789
139,719,69902
139,892,60677
139,489,59612
139,380,58991
139,687,58015
139,909,56596
139,641,56241
139,917,55975
139,482,55709
139,308,55620
139,822,55620
139,712,55177
139,616,54733
139,919,53225
139,358,51983
139,927,51628
139,302,50120
139,843,49322
139,300,49144
139,292,49144
139,324,48612
139,676,45774
139,485,45241
139,800,44798
139,896,44620
139,636,44354
139,857,43911
139,542,43290
139,872,43290
139,544,43201
139,459,42225
139,753,41959
139,844,41782
139,910,41249
139,642,41072
139,594,40983
139,587,40983
139,265,40717
139,429,40185
139,295,40096
139,471,40007
139,596,39919
139,775,39830
139,563,39741
139,876,39741
139,795,39653
139,880,39564
139,624,39475
139,732,39387
139,510,39298
139,693,39298
139,665,39120
139,630,39120
139,845,39032
139,577,39032
139,826,38943
139,370,38943
139,924,38854
139,547,38854
139,352,38854
139,821,38854
139,425,38854
139,677,38766
139,814,38766
139,569,38588
139,698,38499
139,580,38411
139,568,38322
139,686,38145
139,812,38056
139,488,38056
139,847,37967
139,743,37878
139,783,37878
139,470,37701
139,700,37701
139,678,37701
139,382,37612
139,733,37612
139,311,37524
139,467,37524
